Amharic,Oromo
ወደ ደቡብ ይሂዱ።,Gara kibbaatti qajeela.
እነሆ እሱ ነው!,Kunoo inni!
እንቀጥላለን።,Kunoo deemna.
ዝም ብለህ ጠብቅ።,Ammas qabadhu.
ምንኛ ሞኝነት ነው!,Akkam abshaalummaadha!
እንዴት ብልህ ነው!,Akkam qaroodha!
ስራ እንዴት ነው?,Hojiin akkam?
ቶሎ ተመለስ።,Dafii deebi'aa.
ወደ ቤት በፍጥነት።,Dafii gara manaatti deebi'aa.
ተቀብያለሁ።,Ani nan amana.
እሄዳለሁ።,Ani deema.
ትክክል ነኝ።,Ani sirrii dha.
ሰበርኩት።,jedheen cabse.
ገንብቼዋለሁ።,Ani ijaare.
መምጣት እችላለሁ።,Dhufuu nan danda'a.
ምግብ ማብሰል እችላለሁ።,Nyaata bilcheessuu nan danda'a.
መዝለል እችላለሁ።,Utaaluu nan danda'a.
ማንበብ እችላለሁ።,Dubbisuu nan danda'a.
መዘመር እችላለሁ።,Sirbuu nan danda'a.
መቆየት እችላለሁ።,Eeguu nan danda'a.
መራመድ እችላለሁ።,Miillaan deemuu nan danda'a.
መሄድ አልችልም።,Deemu hin danda'u.
ሰረዝኩት።,Haqeen ture.
ሳቅኩኝ።,jedheen qoose.
ያንን አደረግሁ።,Ani akkas godhe.
ይህን አደረግሁ።,Kana nan godhe.
አልስማማም።,Ani walii hin galu.
እጨነቃለሁ።,Ani yaadda'a.
እጠራጠራለሁ።,Ani shakka.
እዚህ እበላለሁ።,Asittin nyaadha.
ተዝናንቼበታለሁ።,Na gammachiisa.
በቶም ቀናሁ።,Toomiin nan hinaafa.
እቀናባታለሁ።,Ishee nan hinaafa.
እቀናበታለሁ።,Isaaf nan hinaafa.
ቀናሁህ።,Siin hinaafa.
እ ፈኤል ባድ።,Miira hamaan natti dhagahama.
እርጅና ይሰማኛል።,Dulloomuun natti dhagahama.
ሀዘን ይሰማኛል።,Gaddi natti dhagahama.
መጥፎ ስሜት ተሰማኝ።,Miirri hamaan natti dhagaʼame.
ህመም ተሰማኝ።,Dhukkubni natti dhagaʼame.
አዘንኩኝ።,Gaddaan natti dhagaʼame.
አስተካክዬዋለሁ።,Anis sirreesse.
ዞር አልኩኝ።,Anis ni rifadhe.
አገኘሁት።,argadheera.
ስራ በዝቶብኛል።,Hojiin qabamee ture.
ተጎዳሁ።,Miidhame.
ጠፋሁ።,Badeen ture.
በጥይት ተመትቻለሁ።,Rasaasaan rukutame.
አሞኛል።,Dhukkubseen ture.
እንደምገንተው ከሆነ።,Akkas jedheen tilmaama.
አልወድህም።,Si jibba.
ቶምን እረዳለሁ።,Toom nan gargaara.
እረዳዋለሁ።,Ani isa gargaara.
ተስፋ አደርጋለሁ።,Akka hin taane abdiin qaba.
አውቃታለሁ።,Ani ishee beeka.
አውቀዋለሁ።,Ani isa beeka.
ቶምን ተውኩት።,Toomii dhiiseen deeme.
እሱ ደስ ይለኛል።,Isa nan jaalladha.
ሻይ እወዳለሁ።,Shaayii nan jaalladha.
አወድሃለሁ።,Natti tolta.
ወደድኩት።,Natti toleera.
አዳመጥኩት።,Anis dhaggeeffadhe.
ቶምን እወዳለሁ።,Toomii nan jaalladha.
ወድጄው ነበር።,Ani baay'een jaalladhe.
ሁለት ሰራሁ።,Lama hojjedhe.
መሮጥ አለብኝ።,Fiiguun qaba.
ቶም እፈልጋለሁ።,Toom na barbaachisa.
በረዶ ያስፈልገኛል።,Bubbee na barbaachisa.
እፈልግሃለሁ።,Si barbaada.
ደነገጥኩኝ።,jedheen rifadhe.
ቃል ገባሁ።,jedheen waadaa gale.
ሸሸሁ።,Anis baqadhe.
ወደ ቤት ሮጥኩ ።,Fiigeen gara manaatti deebi'e.
ተፀፀትኩ።,Anis harka kennadheen ture.
አስታዉሳለሁ።,Nan yaadadha.
አዎ አልኩት።,Anis eeyyee jedheen.
ተቀመጥኩ።,jedheen taa'e.
ያንን አይቻለሁ።,Sana argeera.
ይታየኛል።,Sana nan arga.
አይቻቸዋለሁ።,Isaan nan arga.
ተንቀጠቀጥኩ።,Anis ni raafame.
ትከሻዬን ነቀነቅኩ።,jedheen harka koo ol qabadhe.
ኣይኔን አንኳኩቼ።,Anis ija koo nan cuunfadhe.
ተርፌያለሁ።,Ani lubbuun hafe.
ወረወርኩት።,jedheen ol gatadhe.
ለቶም አልኩት።,Anis Toomitti hime.
ሞከርኩት።,Yaaleen ture.
ቶም እፈልጋለሁ።,Toom nan barbaada.
አንድ እፈልጋለሁ!,Tokko barbaada!
አንድ እፈልጋለሁ።,Tokko barbaada.
እፈልግሃለሁ።,An sin barbaada.
ርቄ ነበር።,Anis fagaadheen ture.
ስራ ይዤ ነበር።,Hojiin qaba ture.
ጥሩ ነበርኩ።,Ani gaarii ture.
የመጨረሻ ነበርኩ።,Ani isa dhumaa ture.
አርፍጄ ነበር።,Harkifadheen ture.
ጠፋሁ።,Ani badeera.
በፉጨት።,jedheen xuxxuqe.
አልሄድም።,Hin deemu.
ስፖርት እሰራለሁ።,Ani sochii qaamaa nan godha.
እቀበላለሁ,Ani nan fudhadha ture.
አጣራለሁ።,Ani nan sakatta'a.
እነዳለሁ።,Konkolaachisaa nan deema.
እገባለሁ።,Ani nan seena.
እፈጥናለሁ።,Ani ariifadha.
እተወዋለሁ።,Anis nan deema.
እተኩሳለሁ።,Ani dhukaasa.
እቆማለሁ።,Dhaabadha.
እጀምራለሁ።,Ani nan jalqaba.
ጀግና ነኝ።,Ani goota.
መንታ ነኝ።,Ani lamaan kooti.
አዝናለሁ።,Ani qoosaa jira.
ይሻለኛል,Ani wayya.
ወገንተኛ ነኝ።,Ani loogii qaba.
እየገዛሁ ነው።,Bitaa jira.
እያመጣሁ ነው።,Ani dhufaa jira.
ቀጥተኛ ነኝ።,Ani kallattiin jira.
ታዋቂ ነኝ።,Ani beekamaadha.
ተንኮለኛ ነኝ።,Ani flabby dha.
ስግብግብ ነኝ።,Araada qaba.
እየደበቅኩ ነው።,Ani dhokadhee jira.
እውነት ነኝ።,Dhugaa dubbadha.
ርቦኛል!,Beela'eera!
በሽታ የመከላከል አቅም አለኝ።,Ani immune dha.
አልጋ ውስጥ ነኝ።,Siree irra jira.
እየቀለድኩ ነው።,Qoosaa jira.
ተጭኛለሁ,Ani fe'ameera.
ብቸኛ ነኝ።,Kophaa koo jira.
እያጣሁ ነው።,Dhabaa jira.
እየተንቀሳቀስኩ ነው።,Ani socho'aa jira.
መደበኛ ነኝ።,Ani normal dha.
እየከፈልኩ ነው።,Ani kaffalaa jira.
ተናወጥኩ።,Raafameera.
ስስ ነኝ።,Ani gogaa dha.
ተኝቻለሁ!,Hirribaan qaba!
ተንኮለኛ ነኝ።,Ani dhoksaan jira.
ረክቻለሁ።,Ani jiidheera.
ጥብቅ ነኝ።,Ani cimaadha.
እኔ ጠንካራ ነኝ።,Ani jabaadha.
ሰላሳ ነኝ።,Umuriin koo waggaa soddoma.
እየሞከርኩ ነው።,Yaalaa jira.
ደህና ነኝ።,Fayyaa hin qabu.
ባክኗል።,Harca'eera.
ሞክሬያለሁ።,Yaaleera.
ቶም ታሟል?,Toom dhukkubsatee jiraa?
ቶም አብዷል?,Toom maraateeraa?
ስራ በዝቶበታል?,Hojiin qabaa?
እሱ ረጅም ነው?,Dheeraadhaa?
ነፃ ነው?,Bilisaadhaa?
ጥሩ ነው?,Nama tolaa?
ደህና ነው?,Nageenya qabaa?
ጊዜው ነው?,Yeroon isaa?
እውነት ነው?,Dhugaadhaa?
ያ ነው?,Akkas ta'aa?
እንደዛ ነው?,Akkas ta'aa?
ያጋጥማል።,Ni ta'a.
7፡30 ነው።,Yeroon isaa sa'aatii 730 dha.
አስፈላጊ ነው።,Dhimma qaba.
ደህና ሆነ።,OK ta'ee deeme.
ይቃጠላል።,Ni guba.
ህያው ነው።,Lubbuun jira.
በጣም አስከፊ ነው።,Waan suukaneessaadha.
ተጀምሯል።,Jalqabameera.
የውሸት ነው።,Sobaa dha.
ግዙፍ ነው።,Innis bulky dha.
ርካሽ ነው።,Gatii salphaadha.
ንፁህ ነው።,Qulqulluudha.
ቅርብ ነው።,Dhihoo dha.
ቀደም ብሎ ነው።,Dafeedha.
ይህ አስቂኝ ነው።,Waan nama kofalchiisudha.
አረንጓዴ ነው።,Magariisa dha.
አስማት ነው።,Sihriidha.
የእኔ ሲዲ ነው።,CD kooti.
ሌሊት ነው።,Halkan ta'eera.
በእኔ ላይ ነው።,Anarra jira.
ፌዝ ነው።,Soba dha.
ፀጥታ የሰፈነበት ነው።,Callisee jira.
ዝግጁ ነው።,Qophii ta'eera.
ትክክል ነው።,Sirriidha.
የበለጠ አስተማማኝ ነው።,Nageenya qaba.
ጣፋጭ ነው።,Mi'aawaa dha.
የተከለከለ ነው።,Taboo dha.
ውሃ ነው።,Bishaan dha.
ይገርማል።,Waan ajaa'ibaati.
ስህተት ነው።,Dogoggora.
ያንተ ነው።,Kan keeti.
ዘና ይበሉ።,Boqodhu qofa.
ጠብቅ።,Jabaadhuu itti fufi.
ዝም ብለህ ጠብቅ።,Ammas itti fufi.
ከተማውን ለቀው ውጡ።,Magaalaa keessaa ba'aa.
ቶም ይሂድ።,Toom haa deemu.
ቶም አስገባ።,Toom haa seenu.
ይሂድ!,Haa deemu!
ልሙት።,Mee haa du'u.
ልውጣ።,Na gadhiisi.
እስኪ አያለሁ።,Mee haa ilaalu.
ልሞክር።,Mee haa yaalu.
እንውጣ።,Mee haa baanu.
እንወያይ።,Mee haa chat goonu.
እንሳሳም።,Haa dhungannu.
እንቀሳቀስ።,Haa sochoonu.
እንተወው ።,Mee haa dhiifnu.
እንነጋገር።,Mee haa dubbannu.
ድምፅ እንስጥ።,Sagalee haa kenninu.
እንራመድ።,Mee haa deemnu.
ቀለሉ።,Ifa godhaa.
እንደገና ተመልከት።,Ammas ilaalaa.
ንቁ ይመልከቱ።,Dammaqinaan ilaalaa.
ተመልከት።,Mee ilaalaa.
እኛን ተመልከት።,Mee nu ilaalaa.
ፈልገው።,Ol ilaalaa.
ፍቅር ይጎዳል።,Jaalalli nama dhukkubsa.
ፍቅር ይኖራል።,Jaalalli ni tura.
እማማ አለቀሰች።,Mama boo'e.
ግድ የሌም!,Hin yaadda'iin!
አስተያየት አልሰጥም።,Yaada hin qabu.
ቀ ል ድ አ ይ ደ ለ ም?,Qoosaa mitii?
ችግር የሌም!,Rakkoo hin qabu!
ችግር የሌም።,Rakkoo hin qabu.
ኦህ የምር?,Dhuguma jettaayii?
አንዴ እንደገና።,Ammas ammas.
አንሳው።,Fudhadhu.
ዝም በል ።,Callisaa.
በፍጥነት ሩጡ።,Saffisaan fiigi.
ሩጡ!,Itti fiigi!
እባካችሁ በሉት።,Mee jedhi.
ስካው በላይ።,Scoot over.
አርጅታለች።,Isheen dulloomteetti.
ፈገግ አለች ።,jettee kolfite.
አብረው ይዘምራሉ።,Waliin faarfadhaa.
ወደ ኋላ ቁም!,Duuba dhaabbadhu!
እዚ ጀምር።,As irraa jalqabi.
እንደገና ጀምር።,Irra deebi'ii jalqabi.
ንቁ ይሁኑ።,Dammaqaa ta'aa.
ንቁ ሁን።,Dammaqaa.
ቅርብ ይሁኑ።,Dhihoo ta'aa.
ስለታም ይቆዩ።,Qaraa ta'aa.
ዝም ብለህ ቆይ።,Tasgabbaa'aa.
ወደ ጎን ውጣ።,Gara cinaatti tarkaanfadhu.
ረግጠውበት!,Irra tarkaanfadhu!
መዋሸት አቁም።,Soba dhiisaa.
እዚያ አቁም።,Achumatti dhaabbadhaa.
ጠንክሮ ማጥናት።,Cimsitee qoʼadhu.
አውቶቡስ ይውሰዱ።,Otobusii fudhadhaa.
ማስታወሻ ያዝ።,Yaadannoo qabadhu.
እነዚህን ውሰዱ።,Kanneen fudhadhaa.
አናግረኝ!,Na waliin haasa'aa!
አናግረኝ።,Na waliin haasa'aa.
ይህን ቅመሱ።,Kana dhandhamaa.
ያ ልጅ!,Gurbaa sana!
ያ ያማል።,Sun nama dhukkubsa.
ይሄው ነው።,Kana qofa.
ያ አስደሳች ነው።,Sun nama gammachiisa.
እሷ ነች።,Sunis isheedha.
ያ የሱ ነው።,Sun kan isaati.
ያ ሞቃት ነው።,Sun ho'aa dha.
እንግዳ ነገር ነው!,Sun waan ajaa'ibaati!
እንግዳ ነገር ነው።,Sun waan ajaa'ibaati.
ይስማማሉ።,Isaanis walii galu.
ያጭበረብራሉ።,Gowwoomsu.
ይህ ነው።,Kun isa.
ይህ ይሰራል።,Kun ni hojjeta.
ጊዜው ይከንፋል።,Yeroon balali'a.
ጊዜው አልቋል።,Yeroon dhumateera.
ቶም ይስማማል።,Toom tole jedheera.
ቶም ነከሰኝ።,Toom na ciniinee.
ቶም ያጭበረብራሉ።,Toom ni gowwoomsa.
ቶም የበሰለ።,Toom nyaata bilcheesse.
ቶም ይጠጣል።,Toom ni dhuga.
ቶም ፈረደ።,Toom ni farte.
ቶም ረስተዋል።,Toom dagate.
ቶም ተነፈሰ።,Toom hafuura baafate.
ቶም ረድቷል።,Toom gargaareera.
ቶም መታኝ።,Toom na rukute.
ቶም ወፍራም ነው።,Toom furdaa dha.
ቶም አስደሳች ነው።,Toom nama gammachiisa.
ቶም ሞቃት ነው።,Toom ho'aa dha.
ቶም አዲስ ነው።,Toom haaraa dha.
ቶም አዝኗል።,Toom gaddeera.
ቶም ዘለዉ።,Toom utaalee.
ቶም ተመለከተ።,Toom ilaale.
ቶም ታዘዘ።,Toom ajajame.
ቶም አረፈ።,Toom boqote.
ቶም አይቶታል።,Toom arge.
ቶም አየኝ።,Toom na arge.
ቶም አየን።,Toom nu arge.
ቶም ፈገግ አለ።,Toom kolfe.
ቶም አኩርፏል።,Toom ni qoonqa.
ቶም አለቀሰ።,Toom boo'e.
ቶም አሸነፈ።,Toom ni qoonqa.
ቶም እያዛጋ።,Toom ni qoonqa.
ቶም ጮሀ።,Toom iyye.
ቶም አለቀሰ።,Toomii ni boo'a.
ቶም ስራ በዝቶበታል።,Toom hojiin itti baay'atee jira.
ቶም ሞቷል።,Toom du'eera.
የቶም መስማት የተሳነው።,Toom gurri isaa hin dhageenye.
ቶም ሞተ።,Tom's du'e.
ቶም ነፃ ነው።,Toom bilisa ta'eera.
ቶም ደስ ብሎታል።,Toom gammadeera.
ቶም ሄዷል።,Toom hin jiru.
ቶም እዚህ አለ።,Toom as jira.
የቶም ማለት ነው።,Toom's mean ta'uu isaati.
የቶም ደካማ።,Toom dadhabaadha.
ቶም ደህና ነው።,Toom akka gaariitti.
የበለጠ ይሞክሩ።,Caalaatti carraaqqii.
ወደ ቀኝ ታጠፍ።,Gara mirgaatti garagali.
ክፈተው።,Hiikkaa.
ትንሽ ይጠብቁ።,Xiqqoo eegaa.
አንድ ሰከንድ ይጠብቁ።,Sek tokko eegaa.
ጦርነት መጥፎ ነው።,Lolli hamaadha.
ሁላችንም እንሞታለን።,Hundi keenya ni duuna.
ሁላችንም እንዋሻለን።,Hundi keenya ni sobna.
እኛ ወንዶች ነን።,Nuti dhiira.
ሲዲ እንገዛለን።,CD ni bitanna.
መሞከር እንችላለን።,Yaaluun ni danda'ama.
ማሸነፍ እንችላለን።,Injifachuu dandeenya.
አደረግነው።,Nuti hojjenne.
መሄድ አለብን።,Deemuun dirqama.
አይተናል።,Si argine.
እንፈልጋለን።,Ni barbaanna.
እናበስባለን።,Nyaata bilcheessina.
እንወድቃለን።,Ni kufna.
እንረዳዋለን።,Ni gargaarra.
እንታዘዛለን።,Ni ajajamna.
እናልፋለን።,Ni darbina.
እንጠብቃለን።,Ni eeganna.
እንሰራለን።,Ni hojjenna.
ተመልሰናል።,Deebinee jirra.
ወንድ ልጆች ነን።,Nuti ijoollee dhiiraadha.
ስራ ላይ ነን።,Hojiin nutti baay'atee jirra.
ጨርሰናል።,Xumurree jirra.
እኛ እንኳን ነን።,Nuti illee.
ደህና ነን።,Nagaa jirra.
እዚህ ነን።,Nuti as jirra.
ዘግይተናል።,Harkifnee jirra.
እኛ ሰነፍ ነን።,Nuti dadhaboodha.
ጠፍተናል።,Badee jirra.
ሀብታም ነን።,Nuti dureeyyiidha.
እኛ ደህና ነን።,Nageenya qabna.
እኛ ደካሞች ነን።,Nuti dadhaboodha.
እንዴት ያለ ቀን ነው!,Guyyaa akkamii!
ምንድነው ይሄ?,Maali?
ምን አዲስ ነገር አለ?,Maaltu haaraa?
እኛ ማን ነን?,Nuti eenyu?
ማን አበሰለ?,Eenyutu nyaata bilcheesse?
ማን ነው ያደረገው?,Eenyutu hojjete?
ማነው ያለው?,Eenyutu qaba?
ማን ደወለ?,Eenyuutu bilbile?
ማን አየኝ?,Eenyuutu na arge?
ማን ቀረ?,Eenyuutu hafe?
ማነው የተናገረው?,Eenyuutu haasa'e?
ማን ጮሀ?,Eenyuutu iyye?
እዚህ ማን አለ?,Eenyuutu as jira?
ለምን አስቸገረ?,Maaliif dhiphachuu?
ደወልክ?,Bilbiltee?
መሄድ ትችላለህ።,Deemuun ni danda'ama.
አንተ ወስን።,Ati murteessita.
አደረግከው!,Ati ni goote!
መሄድ ትችላለህ።,Deemuun ni mala.
አምልጦሃል።,Ati dhabde.
መጥፎ ነህ።,Ati hamaadha.
ትልቅ ነህ።,Ati guddaadha.
ጎበዝ ነህ።,Ati odd dha.
አርጅተሃል።,Ati dulloomteetta.
አዝነሃል።,Ati gadditee jirta.
ኣይን አፋር ነህ።,Ati qaanoftee jirta.
አሸንፈሃል!,Injifatteetta!
አሸንፈሃል።,Injifatteetta.
ርቦኛል!,Beela'eeraa!
ደደብ ነኝ?,Ani gowwaa?
ቤት ያለ ሰው አለ?,Namni mana jiru jiraa?
የተጎዳ ሰው አለ?,Namni miidhame jiraa?
ጨርሰናል?,Xumurree jirraa?
ጠፋን እንዴ?,Badee jirraa?
እኛ ደህና ነን?,Nageenya qabnaa?
ቶም ነህ?,Ati Toomiidhaa?
ሞቃት ነህ?,Ho'aa jirtaa?
አዲስ ነህ?,Haaraa taatee?
ፈጣሪ ሁን።,Kalaqa ta'i.
ምህረት አድርግ።,Araarama.
ዝግጁ መሆን።,Qophaa'aa.
ሰኣት አክባሪ ሁን።,Yeroo eeggadhu.
ጨካኝ ሁን።,Gara laafina hin qabne ta'i.
ልዩ ይሁኑ።,Adda ta'i.
ጠንቃቃ ይሁኑ።,Gadi fageenyaan ta'i.
ንቁ ሁን።,Dammaqaa ta'aa.
እራስህን ሁን።,Of ta'i.
ቢራ ጥሩ ነው።,Biiraan gaarii dha.
ይፍረስ!,Caccabsi!
ኮፍያ አምጣ።,Kophee fidaa.
ልጄን ጥራ።,Ilma koo bilbili.
መጀመር እችላለሁ?,Jalqabuu nan danda'aa?
መጠበቅ ይችላል?,Eeguu ni danda'aa?
መምጣት እንችላለን?,Dhufuu dandeenyaa?
መርዳት እንችላለን?,Gargaaruu dandeenyaa?
ማቆም እንችላለን?,Dhabachuu dandeenyaa?
ማውራት እንችላለን?,Haasa'uu dandeenyaa?
ማየት ትችላለህ?,Argitaa?
መሞከር ትችላለህ?,Yaaluu dandeessaa?
ያንን ሰርዝ።,Sana haqi.
አፅዳው።,Qulqulleessi.
ና እና ውሰድ።,Kottaa fudhadhaa.
ና ውሰደኝ።,Kottu na fudhadhu.
ወደ ውስጥ ግባ።,Keessa koottaa.
ውጣው።,Irraa bu'aa.
አብስልልኝ።,Naaf bilcheessi.
ውስጤ ቁጠረኝ።,Na lakkaa'aa keessa.
ሸፍኑት።,Haguuggii.
ቶም በልቶ ነበር?,Toom nyaateeraa?
ረድቶታል?,Gargaaree?
ተጎድቷል?,Miidhamee?
አሸንፈሃል?,Injifattee?
እንደገና ያድርጉት!,Ammas hojjedhu!
እንደገና ያድርጉት።,Ammas hojjedhu.
በትክክል ያድርጉት።,Sirritti hojjedhu.
ጎድጓዳ ሳህን ታደርጋለህ?,Bowl ni gootaa?
ኣሳ ታደርጋለህ?,Qurxummii ni qabattaa?
አንተስ?,Dhimma qabdaa?
አትከራከር።,Hin falminaa.
ብልጭ ድርግም አትበል።,Ija hin jaamsin.
አታታልል።,Hin gowwoomsinaa.
አታድርግ!,Hin godhinaa!
አትዋጉ።,Hin falminaa.
አትስቁ።,Hin kolfinaa.
አትተወው!,Hin dhiisinaa!
አትውጣ።,Hin deeminaa.
አይደናገጡ!,Hin rifatinaa!
አትተኩስ!,Hin dhukaasinaa!
አትተኩስ።,Hin dhukaasinaa.
አትጮህ።,Hin iyyinaa.
ፈገግ አትበል።,Hin kolfinaa.
አታጨስ።,Tamboo hin xuuxin.
አትመልከት።,Ijaan hin ilaalin.
አታስብ።,Hin yaadda'in.
ይህን ጨርስ።,Kana xumuraa.
ሳንቲም ገልብጥ።,Saantima tokko garagalchi.
ተለወጥ።,Jijjiirama argadhu.
በቁም ነገር ያዙት።,Cimaa ta'i.
እንጀምር።,Jalqabaa.
ሳጥኑን ያግኙ።,Sanduuqa sana argadhu.
ከሱ ጋር ውሰዱ።,Waliin deemaa.
ቶም ለማግኘት ይሂዱ።,Deemi Toomii barbaadi.
ለማወቅ ሂድ።,Deemi barbaadi.
ሂዱ ተዝናኑ።,Deemi bashannanaa.
ቶም ለመርዳት ይሂዱ።,Deemi Toom gargaaraa.
አሁን ወደ ቤት ሂድ።,Amma gara manaatti deebi'i.
ወደ እንቅልፍ ሂድ።,Ciisi.
ከቶም ጋር ይሂዱ።,Toomii wajjin deemi.
ተቀመጥ።,Teessoo qabaadhaa.
ተገናኝተናል?,Wal arginee?
እሱ ሊመጣ ይችላል።,Inni dhufuu danda'a.
ማንበብ ይችላል።,Dubbisuu ni danda'a.
መዋኘት ይችላል።,Dambalii ni danda'a.
ሳቀ።,Innis ni qoose.
አገኘው።,Innis argate.
አረጀ።,Dulloome.
አንጀት አለው,Garaa qaba.
ወይን አለው።,Wayinii qaba.
አብዷል።,Inni maraataadha.
እሱ ስምንት ነው።,Umuriin isaa waggaa saddeet.
የተጠላ ነው።,Inni ni jibbama.
እሱ አስቀያሚ ነው።,Inni fokkisaa dha.
እሱ ይወደኛል።,Inni na jaallata.
እሱ ይወደናል።,Inni nu jaallata.
እሱ ያስፈልገዋል።,Isa barbaachisa.
ስራውን ለቋል።,Aangoo gadhiise.
ኣይኑን ጨረሰ።,Innis ija isaa jalaa xixiqqeesse.
ተነሳ።,Innis ka'ee dhaabbate.
እሱ ደደብ ነው።,Inni nama 'jerk' dha.
ውሸታም ነው።,Inni sobduudha.
ነፍጠኛ ነው።,Inni nama nerd dha.
እሱ ስሎብ ነው።,Inni slob dha.
ተኝቷል።,Inni rafee jira.
እየመጣ ነው።,Inni dhufaa jira.
እያስመሰከረ ነው።,Inni fakkeessaa jira.
ተጭኗል።,Inni fe'ee jira.
እሱ አልገባም።,Inni keessa hin jiru.
እሱ ጠንካራ ነው።,Inni cimaadha.
ሰላም እንደገና።,Ammas akkam jirtu.
አግዘኝ።,Na gargaaraa.
ይህው መጣሁ።,Kunoo dhufeera.
እነሆ እሷ ነች!,Kunoo isheen!
ኢሀው መጣን!,Kunoo jirra!
ኢሀው መጣን።,Kunoo jirra.
እዚህ ፣ ይያዙ!,Kunoo qabadhaa!
ስላም?,Akkam jirta?
እንዴት ጉጉ ነው!,Akkam nama hawwata!
ኑሮ አንዴት ነው?,Jireenyi akkam?
አወድሃለሁ።,Ani si waaqeffadha.
መንታ ነኝ።,Ani lammiidha.
እኔ የተሻለ ነኝ።,Ani wayya.
አየ መታው ኖ።,Ani dhufaa jira.
ከፍ ያለ ነኝ።,Ani dheeraa dha.
ይቅርታ እጠይቃለሁ።,Dhiifama gaafadha.
እንደዚያ እገምታለሁ።,Akkas jedheen fudhadha.
ገዛሁት።,Ani bitadheera.
ቀበርኩት።,Awwaale.
አቃጠልኩት።,Gubeen ture.
ተመልሼ መጣሁ።,Deebi'een dhufe.
መደነስ እችላለሁ።,Shubbisuu nan danda'a.
ማካፈል እችላለሁ።,Share gochuu nan danda'a.
መብላት አልችልም።,Nyaachuu hin danda'u.
ማየት አልችልም።,Arguu hin danda'u.
ማሸነፍ አልችልም።,Injifachuu hin danda'u.
ያዝኩት።,Anis qabadheera.
መረጥኩህ።,Ani si filadhe.
ተናዘዝኩ።,jedheen himadhe.
መሞከር እችል ነበር።,Yaaluun nan danda'a ture.
በጣም አለቅሳለሁ።,Baay'een boo'a.
ክፍል ቆርጫለሁ።,Kutaan kutadhe.
አልሄድኩም።,Hin deemne.
አልተስማማሁም።,Anis walii hin galle.
ሻይ ጠጣሁ።,Shaayii dhuge.
ብቻዬን እበላለሁ።,Kophaa koo nan nyaadha.
ባቄላ እበላለሁ።,Baqalaa nan nyaadha.
እንጀራ እበላለሁ።,Buddeena nan nyaadha.
የአካል ብቃት እንቅስቃሴ አደረግሁ።,Sochii qaamaa nan godhe.
ደህና ነኝ።,Miira gaariin natti dhagahama.
እንደጠፋኝ ይሰማኛል።,Bade natti dhagahama.
ህመም ይሰማኛል።,Dhukkubni natti dhagahama.
ድካም ይሰማኛል።,Laafinni natti dhagahama.
ወደቅኩኝ።,Anis gadi bu'e.
ዲዳ ሆኖ ተሰማኝ።,Dubbiin natti dhaga'ame.
ፍርሃት ተሰማኝ።,Sodaan natti dhagaʼame.
ጥሩ ስሜት ተሰማኝ።,Miirri gaariin natti dhagaʼame.
ደህንነት ተሰማኝ።,Nageenyi natti dhagaʼame.
አገኘውህ።,Si argadheera.
ሰለቸኝ ።,Na nuffisiise.
ራሴን አዞርኩ።,Maraan natti mar'ate.
ተቀጣሁ።,Adabbiin naaf adabame.
እድለኛ ነኝ።,Carraa argadheera.
ተበሳጨሁ።,Anis ni mufadhe.
መሄድ ነበረብኝ።,Deemuun qaba ture.
ኣሳ እጠላለሁ።,Qurxummii nan jibba.
ጎልፍ እጠላለሁ።,Goolfii nan jibba.
ልጆችን እጠላለሁ።,Ijoollee nan jibba.
አይጥ እጠላለሁ።,Hantuuta nan jibba.
